Launching LAML version 0.0.4
LAML was called as follows: /Users/uym2/my_gits/LAML/run_laml.py -c ../../evaluation/Bar11/Bar11_character_matrix.txt -t progenitor_12_starting.nwk -o progenitor_12_improved --topology_search --parallel -v -p ../../evaluation/Bar11/Bar11_priors.pickle --delimiter tab -m -1 --randomreps 15
Prior keys mismatch with site names.
Prior keys: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]
Site names: ['r1', 'r2', 'r3', 'r4', 'r5', 'r6', 'r7', 'r8', 'r9', 'r10', 'r11', 'r12', 'r13', 'r14', 'r15', 'r16', 'r17', 'r18', 'r19', 'r20', 'r21', 'r22', 'r23', 'r24', 'r25', 'r26', 'r27']
Attempting to infer mapping between site names and prior keys...
{'r1': 0, 'r2': 1, 'r3': 2, 'r4': 3, 'r5': 4, 'r6': 5, 'r7': 6, 'r8': 7, 'r9': 8, 'r10': 9, 'r11': 10, 'r12': 11, 'r13': 12, 'r14': 13, 'r15': 14, 'r16': 15, 'r17': 16, 'r18': 17, 'r19': 18, 'r20': 19, 'r21': 20, 'r22': 21, 'r23': 22, 'r24': 23, 'r25': 24, 'r26': 25, 'r27': 26}
Detected polytomies in the input trees.
Flag --keep_polytomies is off. All polytomies will be resolved.
Starting topology search
Running topology search in parallel...
Performing nni-search 1
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.7341810507446
NNI Iter: 0
Current score: -675.2482803079505
Runtime (s): 1.259395333
NNI Iter: 1
Current score: -675.1677982298964
Runtime (s): 1.3205407500000002
NNI Iter: 2
Current score: -675.2096621036405
Runtime (s): 1.3622307080000002
NNI Iter: 3
Current score: -675.3536904632076
Runtime (s): 1.235358625
NNI Iter: 4
Current score: -675.5520817882335
Runtime (s): 1.265246791
NNI Iter: 5
Current score: -675.4454571185346
Runtime (s): 1.3068571249999996
NNI Iter: 6
Current score: -675.4510886111913
Runtime (s): 1.1995959579999997
NNI Iter: 7
Current score: -675.5043120268579
Runtime (s): 1.3725912080000011
NNI Iter: 8
Current score: -676.4402806352574
Runtime (s): 1.3094554170000006
NNI Iter: 9
Current score: -676.4589485194397
Runtime (s): 1.3602069579999991
NNI Iter: 10
Current score: -676.3202661381583
Runtime (s): 1.2771369999999997
NNI Iter: 11
Current score: -675.6558180084676
Runtime (s): 1.2440359170000015
NNI Iter: 12
Current score: -675.5969417895868
Runtime (s): 1.370910417000001
NNI Iter: 13
Current score: -675.4426001737623
Runtime (s): 1.2227582920000017
NNI Iter: 14
Current score: -675.3878498549126
Runtime (s): 1.2360528330000022
NNI Iter: 15
Current score: -675.364331114558
Runtime (s): 1.2975390420000004
NNI Iter: 16
Current score: -675.3349423743908
Runtime (s): 1.3957399590000001
NNI Iter: 17
Current score: -675.3724200739823
Runtime (s): 1.292275
NNI Iter: 18
Current score: -675.312172858347
Runtime (s): 1.2955031669999997
NNI Iter: 19
Current score: -675.2808967019839
Runtime (s): 1.4496891250000026
NNI Iter: 20
Current score: -675.2394240676605
Runtime (s): 1.369400584000001
NNI Iter: 21
Best score for this search: -674.7341810507446
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -674.7341639551901
Performing nni-search 2
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.7341883697952
NNI Iter: 0
Current score: -675.2482935101981
Runtime (s): 1.3280459999999934
NNI Iter: 1
Current score: -676.231968157226
Runtime (s): 1.356065375
NNI Iter: 2
Current score: -676.232856411766
Runtime (s): 1.4684432920000035
NNI Iter: 3
Current score: -676.2333599105516
Runtime (s): 1.4209377500000002
NNI Iter: 4
Current score: -676.4619625299997
Runtime (s): 1.4355037919999987
NNI Iter: 5
Current score: -676.3998516141088
Runtime (s): 1.3764004590000027
NNI Iter: 6
Current score: -676.3886232335557
Runtime (s): 1.2468790420000033
NNI Iter: 7
Current score: -676.3337782300247
Runtime (s): 1.2530975840000025
NNI Iter: 8
Current score: -676.3410333044543
Runtime (s): 1.3075447920000016
NNI Iter: 9
Current score: -676.3420398037316
Runtime (s): 1.2593284999999952
NNI Iter: 10
Current score: -675.882322837839
Runtime (s): 1.4363167919999995
NNI Iter: 11
Current score: -675.8136839244195
Runtime (s): 1.3672814589999973
NNI Iter: 12
Current score: -675.9805204191435
Runtime (s): 1.2118313329999992
NNI Iter: 13
Current score: -675.7820998097593
Runtime (s): 1.3433162910000007
NNI Iter: 14
Current score: -675.7786461353961
Runtime (s): 1.4071522079999994
NNI Iter: 15
Current score: -675.6718815763868
Runtime (s): 1.4110779590000035
NNI Iter: 16
Current score: -675.4898768790251
Runtime (s): 1.3911799169999952
NNI Iter: 17
Current score: -675.5007489013302
Runtime (s): 1.5013369159999996
NNI Iter: 18
Current score: -675.5813146401608
Runtime (s): 1.3185880000000054
NNI Iter: 19
Current score: -675.500748939276
Runtime (s): 1.386211375000002
NNI Iter: 20
Current score: -675.4898761768202
Runtime (s): 2.7226367499999995
NNI Iter: 21
Current score: -675.4522532070813
Runtime (s): 1.549496665999996
NNI Iter: 22
Best score for this search: -674.7341883697952
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -674.7341668359629
Performing nni-search 3
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.7341900359779
NNI Iter: 0
Current score: -675.3428442789826
Runtime (s): 1.3765037080000013
NNI Iter: 1
Current score: -675.1826658864924
Runtime (s): 1.4372303749999986
NNI Iter: 2
Current score: -676.2720329197717
Runtime (s): 1.406838209
NNI Iter: 3
Current score: -676.322499189963
Runtime (s): 1.4177863330000093
NNI Iter: 4
Current score: -676.3928695540984
Runtime (s): 1.4840943330000016
NNI Iter: 5
Current score: -676.4677441008992
Runtime (s): 1.6961065830000024
NNI Iter: 6
Current score: -676.5366077410482
Runtime (s): 1.308305083999997
NNI Iter: 7
Current score: -676.475396836798
Runtime (s): 1.2520118330000116
NNI Iter: 8
Current score: -676.5638963700856
Runtime (s): 1.3191129169999982
NNI Iter: 9
Current score: -676.9424410181538
Runtime (s): 1.3525375419999932
NNI Iter: 10
Current score: -676.741053078661
Runtime (s): 1.2503992920000115
NNI Iter: 11
Current score: -676.6972214310854
Runtime (s): 1.249539917000007
NNI Iter: 12
Current score: -676.7591784694771
Runtime (s): 1.1687793749999997
NNI Iter: 13
Current score: -676.6857160807324
Runtime (s): 1.1963541669999955
NNI Iter: 14
Current score: -676.4873716037918
Runtime (s): 1.351984999999999
NNI Iter: 15
Current score: -676.5095972619769
Runtime (s): 1.6580580000000111
NNI Iter: 16
Current score: -675.4757800560226
Runtime (s): 1.3386433330000074
NNI Iter: 17
Current score: -675.2722591389287
Runtime (s): 1.48501408300001
NNI Iter: 18
Current score: -675.2266016500341
Runtime (s): 1.3929137920000016
NNI Iter: 19
Current score: -675.1809069092459
Runtime (s): 1.3639464170000082
NNI Iter: 20
Current score: -675.1414356213587
Runtime (s): 1.4697195840000035
NNI Iter: 21
Current score: -675.047083479585
Runtime (s): 2.5752785829999993
NNI Iter: 22
Best score for this search: -674.7341900359779
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -674.7341696267996
Performing nni-search 4
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.7341911861446
NNI Iter: 0
Current score: -675.3178351297427
Runtime (s): 1.5011055829999975
NNI Iter: 1
Current score: -675.4889010229125
Runtime (s): 1.248200208
NNI Iter: 2
Current score: -675.2470767111924
Runtime (s): 1.301627040999989
NNI Iter: 3
Current score: -675.2118885800703
Runtime (s): 1.2476767080000002
NNI Iter: 4
Current score: -675.2646312360445
Runtime (s): 1.4608308340000065
NNI Iter: 5
Current score: -675.6162685072028
Runtime (s): 1.3691174170000124
NNI Iter: 6
Current score: -675.4569372836647
Runtime (s): 1.3966564170000026
NNI Iter: 7
Current score: -675.5854366510891
Runtime (s): 1.4180444170000044
NNI Iter: 8
Current score: -675.7515673527441
Runtime (s): 1.3664502499999998
NNI Iter: 9
Current score: -673.9886132481683
Runtime (s): 1.4829337089999939
NNI Iter: 10
Current score: -674.0351875054987
Runtime (s): 1.286425874999992
NNI Iter: 11
Current score: -673.9361045671556
Runtime (s): 1.5723973749999942
NNI Iter: 12
Current score: -673.3956762511109
Runtime (s): 1.5446890829999944
NNI Iter: 13
Current score: -673.1614933043959
Runtime (s): 1.3730784159999985
NNI Iter: 14
Current score: -673.0645771121559
Runtime (s): 1.2768540000000002
NNI Iter: 15
Current score: -673.0406700438502
Runtime (s): 1.149464000000009
NNI Iter: 16
Current score: -673.0432645909706
Runtime (s): 1.312070917000014
NNI Iter: 17
Current score: -673.0588280230229
Runtime (s): 1.330435625000007
NNI Iter: 18
Current score: -673.0432645909706
Runtime (s): 1.4273986670000056
NNI Iter: 19
Current score: -673.0406699078044
Runtime (s): 1.305825083000002
NNI Iter: 20
Current score: -672.9611911092888
Runtime (s): 1.2546135830000082
NNI Iter: 21
Current score: -672.9330897460009
Runtime (s): 1.3564758339999798
NNI Iter: 22
Current score: -672.9304041829673
Runtime (s): 1.3599853339999868
NNI Iter: 23
Best score for this search: -672.9304041829673
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -672.4375202533466
Performing nni-search 5
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.734185453473
NNI Iter: 0
Current score: -675.4891866058183
Runtime (s): 1.4195066659999895
NNI Iter: 1
Current score: -675.3512165308324
Runtime (s): 1.3962864590000095
NNI Iter: 2
Current score: -675.484476143345
Runtime (s): 1.4261513750000177
NNI Iter: 3
Current score: -675.940903380168
Runtime (s): 1.312710917000004
NNI Iter: 4
Current score: -675.8440512141924
Runtime (s): 1.6471823749999999
NNI Iter: 5
Current score: -676.8156377263284
Runtime (s): 1.7546214170000098
NNI Iter: 6
Current score: -677.0852101956228
Runtime (s): 1.7495682090000173
NNI Iter: 7
Current score: -677.183570771278
Runtime (s): 1.2552265410000132
NNI Iter: 8
Current score: -674.3539854197039
Runtime (s): 1.6862105000000156
NNI Iter: 9
Current score: -674.3143039740277
Runtime (s): 1.4683774580000204
NNI Iter: 10
Current score: -674.3555068573078
Runtime (s): 1.4477449590000049
NNI Iter: 11
Current score: -674.2123540247378
Runtime (s): 1.484815249999997
NNI Iter: 12
Current score: -674.1925721484187
Runtime (s): 1.321469583999999
NNI Iter: 13
Current score: -674.1442835662461
Runtime (s): 1.4628844160000085
NNI Iter: 14
Current score: -674.0694678544926
Runtime (s): 1.3018181669999933
NNI Iter: 15
Current score: -674.1414373164174
Runtime (s): 1.396478624999986
NNI Iter: 16
Current score: -674.0931607111343
Runtime (s): 1.416900333000001
NNI Iter: 17
Current score: -674.1098586219608
Runtime (s): 1.5348664999999926
NNI Iter: 18
Current score: -674.1122482113893
Runtime (s): 1.5778905829999985
NNI Iter: 19
Current score: -674.071045215755
Runtime (s): 1.294192250000009
NNI Iter: 20
Current score: -674.0178533219841
Runtime (s): 1.2879702079999902
NNI Iter: 21
Current score: -673.98100572684
Runtime (s): 1.4091487500000142
NNI Iter: 22
Current score: -673.9403459906374
Runtime (s): 1.3553401670000085
NNI Iter: 23
Current score: -673.9139038913308
Runtime (s): 1.3480502079999894
NNI Iter: 24
Current score: -673.8893122850689
Runtime (s): 1.3851114580000115
NNI Iter: 25
Current score: -673.8530306215307
Runtime (s): 2.4677398750000066
NNI Iter: 26
Current score: -673.7970231765316
Runtime (s): 1.3832951249999894
NNI Iter: 27
Current score: -673.7877655891845
Runtime (s): 1.5309500829999934
NNI Iter: 28
Current score: -672.827080603773
Runtime (s): 2.7211224999999786
NNI Iter: 29
Current score: -672.8231746987133
Runtime (s): 1.5034180840000033
NNI Iter: 30
Best score for this search: -672.8231746987133
Optimal topology found. Re-optimizing other parameters ...
Optimal score for this search: -672.3125092461232
Performing nni-search 6
Perform nni moves for full topology search
Found polytomies in the input tree(s). Arbitrarily resolving them to obtain fully resolved initial tree(s).
Initial score (polytomies were arbitrarily resolved): -674.7341843282426
NNI Iter: 0
Current score: -675.3261665437907
Runtime (s): 1.2563799160000144
NNI Iter: 1
Current score: -675.2570653922621
Runtime (s): 1.3886151250000012
NNI Iter: 2
Current score: -675.1374115311457
Runtime (s): 1.43753966700001
NNI Iter: 3
Current score: -675.1078212953627
Runtime (s): 1.577431292
NNI Iter: 4
Current score: -675.1419076941195
Runtime (s): 1.3432857079999962
NNI Iter: 5
Current score: -675.2579490208383
Runtime (s): 1.5017505419999964
NNI Iter: 6
Current score: -675.2776932070306
Runtime (s): 1.3672858749999932
NNI Iter: 7
Current score: -675.2651503725414
Runtime (s): 1.5220422910000195
NNI Iter: 8
Current score: -675.6455817985494
Runtime (s): 1.4131830420000142
NNI Iter: 9
Current score: -675.4616091291357
Runtime (s): 1.3163125419999915
NNI Iter: 10
Current score: -675.5143051100694
Runtime (s): 1.1518051249999814
NNI Iter: 11
Current score: -675.5470372367103
Runtime (s): 1.347819584000007
NNI Iter: 12
Current score: -675.7301049991944
Runtime (s): 1.2447188749999896
NNI Iter: 13
Current score: -675.6243975642764
Runtime (s): 1.5164192919999948
NNI Iter: 14
Current score: -675.4969287962747
Runtime (s): 1.5200713339999936
NNI Iter: 15
Current score: -675.409498501185
Runtime (s): 1.576447958000017
NNI Iter: 16
Current score: -675.3038766544717
Runtime (s): 1.574893750000001
NNI Iter: 17
Current score: -675.2592360676455
Runtime (s): 1.2970628330000125
NNI Iter: 18
Current score: -675.3007527028611
Runtime (s): 1.3878459999999961
NNI Iter: 19
Current score: -675.2592360501482
Runtime (s): 1.3178199170000084
NNI Iter: 20
Current score: -675.237548246436
Runtime (s): 2.5462704159999987
NNI Iter: 21
Current score: -675.236717246364
Runtime (s): 2.53909462499999
NNI Iter: 22
Current score: -675.2195668675777
Runtime (s): 2.5060872500000073
NNI Iter: 23
Best score for this search: -674.7341843282426
Optimal topology found. Re-optimizing other parameters ...
